"Election","Electorate","Area","Booth","Green Party","Labour Party","National Party","New Zealand First Party","Total Valid Party Votes"
2014,"Te Tai Tonga","Takaka","Anglican Church Hall, Commercial Street",0.35,0.25,0.15,0,20
2014,"Epsom","Auckland City","Auckland High Court, corner Waterloo Quadrant & Parliament Street",0.137254902,0.2156862745,0.568627451,0.0196078431,51
2014,"Epsom","Auckland City","AUT Wellesley Campus, Building WA, Conference Room, Gate 2, 55 Wellesley Street ",0.2333333333,0.2333333333,0.4333333333,0,30
2014,"Epsom","Three Kings","Three Kings School, 944 Mt Eden Road",0.0714285714,0.2142857143,0.612244898,0.0306122449,98
2014,"Clutha-Southland","Browns","Hillside School, 24 McCaughan Street",0.0463576159,0.0264900662,0.8476821192,0.0198675497,151
2014,"Clutha-Southland","Dipton","Dipton School, 1935 James Street",0.0395480226,0.0790960452,0.7627118644,0.0395480226,177
2014,"Clutha-Southland","Limehills","Limehills School, Derby Road",0.0262172285,0.063670412,0.8164794007,0.0224719101,267
2014,"Clutha-Southland","Waitahuna","Waitahuna School, 18 Sunderland Street",0.0538461538,0.0461538462,0.7538461538,0.0769230769,130
2011,"Napier","Tutira","Tutira School, 29 Matahorua Road",0.0466666667,0.1466666667,0.68,0.02,150
2011,"Waikato","Glen Murray","Glen Murray Hall, 2400 State Highway 22",0.0514705882,0.1102941176,0.7058823529,0.0441176471,136
2011,"Waikato","Horsham Downs","Horsham Downs School, 4 Martin Lane",0.0198300283,0.0736543909,0.7252124646,0.0254957507,353
2011,"Waikato","Huntly","West Kindergarten, 26 Smith Avenue",0.0243055556,0.3576388889,0.3819444444,0.1284722222,288
2011,"Waikato","Te Kohanga","Te Kohanga School, 976 Tuakau-Port Waikato Main Road",0.0608695652,0.1739130435,0.6,0.052173913,115
2011,"Waikato","Te Kowhai","Te Kowhai School, 605 Horotiu Road",0.0426829268,0.1097560976,0.756097561,0.0548780488,164
2014,"Christchurch Central","St Martins","St Martins School, 24 Albert Terrace (opposite Roscoe Street)",0.2,0.2285714286,0.5142857143,0.0285714286,35
2014,"Waiariki","Papamoa","Tahatai Coast School, 45 Evans Road",0.1228070175,0.3333333333,0.0526315789,0.2631578947,57
2014,"Waiariki","Rotorua","Glenholme School Hall, 149 Ranolf Street",0.052238806,0.5149253731,0.0597014925,0.0820895522,134
2014,"Waiariki","Rotorua","St Chad's Communication Centre, 2 Devon Street",0.109375,0.359375,0.015625,0.203125,64
2014,"Waiariki","Rotorua","St John's Ambulance Hall, 31 Pererika Street",0.0875,0.45,0.0125,0.1375,80
2014,"Waiariki","Waitangi","Te Kura Kaupapa Māori o Te Matai, 309 State Highway 2",0.0786516854,0.4269662921,0,0.1348314607,89
2014,"Waiariki","Tauranga","Merivale School, 26 Kesteven Avenue",0.0526315789,0.5263157895,0.037593985,0.1654135338,133
2014,"Waiariki","Tauranga","Otumoetai School, 236 Otumoetai Road",0.1044776119,0.2388059701,0.1940298507,0.1492537313,67
2011,"Invercargill","Dacre","Dacre Coronation Hall, Edendale-Woodlands Highway",0.0534351145,0.0687022901,0.7328244275,0.0381679389,131
2011,"Invercargill","Woodlands","Woodlands Full Primary School, 8 Woodlands-Invercargill Highway",0.0321100917,0.0825688073,0.7110091743,0.0688073394,218
2011,"Rimutaka","Hutt Central","Hutt Hospital, 640 High Street",0.0769230769,0.4175824176,0.4505494505,0.021978022,91
2014,"Mt Albert","Grafton","Auckland City Hospital, Foyer, 2 Park Road",0.1454545455,0.4,0.3272727273,0.0545454545,55
2014,"Kelston","Henderson","Henderson Primary School, 13 Montel Avenue",0.0792079208,0.4356435644,0.3267326733,0.1188118812,101
2014,"Kelston","Titirangi","St Francis Anglican Parish, corner Park & Titirangi Beach Roads",0.2857142857,0.2142857143,0.3571428571,0.1428571429,28
2011,"Clutha-Southland","Browns","Hillside School, 24 McCaughan Street",0.0592592593,0.0592592593,0.8222222222,0.0074074074,135
2011,"Clutha-Southland","Stirling","Stirling School, corner Baker & Boyd Streets",0.0454545455,0.2443181818,0.5738636364,0.0454545455,176
2011,"Mt Albert","Mt Eden","Maungawhau School, 43 Ellerton Road",0.25,0.125,0.5625,0.0625,32
2011,"Mt Albert","Westmere","Westmere School, corner Larchwood Avenue & Garnet Street",0.2285714286,0.2571428571,0.4,0.0571428571,35
2011,"Selwyn","Lakeside","Lakeside Domain Aquatic Club, Timberyard Road",0.08,0.07,0.75,0.04,100
2011,"Selwyn","Rakaia","Rakaia Community Centre, corner Elizabeth Avenue and Mackie Street",0.1066666667,0.1066666667,0.7333333333,0.04,75
2011,"Christchurch East","Riccarton","Riccarton Mall, Riccarton Road (in aisle opposite K Mart)",0.1509433962,0.2830188679,0.5471698113,0,53
2011,"Coromandel","Thames","Waitakaruru School, Canal West Road ",0.0340425532,0.1021276596,0.6723404255,0.0893617021,235
2014,"Hamilton East","Frankton","Frankton School Hall, 206 Massey Street",0.1666666667,0.375,0.2708333333,0.1041666667,48
2014,"Hamilton East","Waikato Hospital","Meade Clinical Centre, Level One (adjacent to Reception A), Pembroke Street",0.1081081081,0.2837837838,0.527027027,0.0405405405,74
2014,"Wairarapa","Dannevirke","Totara College, 3 Ruahine Street",0.032388664,0.1659919028,0.6072874494,0.1214574899,247
2014,"Wairarapa","Pongaroa","Pongaroa School, 9 Makomako Street",0.0412371134,0.0412371134,0.7319587629,0.118556701,194
2011,"East Coast","Omaio","Te Kura o Omaio, School Road",0.3333333333,0.3333333333,0.2083333333,0.125,24
2011,"East Coast","Waimana","Nukuhou North School, State Highway 2",0.0860215054,0.064516129,0.5913978495,0.1075268817,93
2014,"Waitaki","Duntroon","Duntroon Primary School, Livingstone Street",0.044198895,0.138121547,0.6850828729,0.0607734807,181
2014,"Waitaki","Ngapara","Rugby Club Rooms, 11 Paradise Gully Road",0.0677966102,0.1016949153,0.7203389831,0.0593220339,118
2014,"Waitaki","Pukeuri","Public Hall, 51 Works Road",0.0714285714,0.1964285714,0.6607142857,0.0446428571,112
2014,"Waitaki","Southburn","Southburn Hall, corner Caird & Pareora River Roads",0.0503144654,0.1257861635,0.7044025157,0.0251572327,159
2011,"Te Atatū","Glen Eden","Glen Eden Primary School, 3 Glenview Road",0.0536912752,0.5100671141,0.322147651,0.067114094,149
2011,"Te Atatū","Henderson","Henderson High School, 31 Henderson Valley Road",0.0824742268,0.4226804124,0.412371134,0.0206185567,97
2011,"Te Atatū","Kelston","St Leonards Road School, 15 St Leonards Road",0.040201005,0.4974874372,0.3618090452,0.0552763819,199
2011,"Northcote","Other Vote","Ordinary Votes BEFORE polling day - Taken in East Coast Bays",0.1025641026,0.0769230769,0.7692307692,0.0256410256,78
2014,"Invercargill","Waikawa","Waikawa Public Hall, Larne Street",0.091954023,0.0689655172,0.6436781609,0.1264367816,87
2011,"Rangitīkei","Kiwitea","Kiwitea School, 7 Perrys Line",0.0610687023,0.0763358779,0.7022900763,0.0229007634,131
2011,"Rangitīkei","Whakapapa Village","Whakapapa Village Firestation, Bruce Road",0.347826087,0.1304347826,0.3043478261,0.0869565217,23
2011,"Tauranga","Maungatapu","Maungatapu School, 164 Maungatapu Road",0.0869565217,0.1956521739,0.4239130435,0.1847826087,92
2011,"Tauranga","Papamoa","Shop 7, Fashion Island, Gravatt Road",0.1454545455,0.1090909091,0.6181818182,0.0909090909,55
2014,"Manukau East","Otara","Wymondley Road School, 77 Wymondley Road",0.031496063,0.8622047244,0.0511811024,0.031496063,254
2014,"Manukau East","Papatoetoe","Aorere College, 6-8 Selfs Road",0.0329218107,0.6913580247,0.1769547325,0.0823045267,243
2014,"Mana","Porirua East","Windley School, 146 Mungavin Avenue",0.0282685512,0.7667844523,0.1024734982,0.0706713781,283
2014,"Mana","Waitangirua","Corinna School, 36 Kalingo Street",0.0258899676,0.8317152104,0.0647249191,0.0550161812,309
2014,"Hauraki-Waikato","Waiheke Island","Matiatia Oneroa Ratepayers - Morra Hall, 115 Ocean View Road",0.32,0.16,0.16,0.32,25
2014,"Hauraki-Waikato","Coromandel","Coromandel Area School Hall, 120 Woollams Avenue",0.131147541,0.3114754098,0.1147540984,0.1475409836,61
2014,"Hauraki-Waikato","Fairfield","Wesley Methodist Hall, 955 Heaphy Terrace",0.0695652174,0.5304347826,0.052173913,0.1304347826,115
2014,"Hauraki-Waikato","Hamilton East","Hamilton East Primary School, 7 Dawson Street",0.1632653061,0.5918367347,0.0612244898,0.0204081633,49
2014,"Hauraki-Waikato","Silverdale","St John's College, 85 Hillcrest Road",0.3076923077,0.4230769231,0.1153846154,0,26
2014,"Hauraki-Waikato","Dinsdale","St Clare Co-operating Parish Hall, 97 Tuhikaramea Road",0.1052631579,0.4605263158,0.0263157895,0.0921052632,76
2014,"Hauraki-Waikato","Hamilton City","Electorate Headquarters, 12 Ward Street",0.1095890411,0.5479452055,0.0684931507,0.0821917808,73
2014,"Hauraki-Waikato","St Andrews","Hamilton Junior High School, 90 Heath Street",0.1012658228,0.5443037975,0.0506329114,0.1139240506,79
2014,"Hauraki-Waikato","Templeview","Church College of New Zealand, Reception Foyer, 435 Tuhikaramea Road",0.0615384615,0.2230769231,0.1,0.3153846154,130
2014,"Hauraki-Waikato","Pukekohe","St Josephs Primary School, 94 Seddon Street",0.1632653061,0.387755102,0.1224489796,0.2448979592,49
2014,"Hauraki-Waikato","Papakura","Opaheke School Hall, 12a Tasman Drive",0.1212121212,0.5151515152,0.0757575758,0.1515151515,66
2014,"Hauraki-Waikato","Ngaruawahia","Waipa School, Kia Toa Road",0.0462427746,0.5780346821,0.0520231214,0.1560693642,173
2011,"East Coast Bays","Albany","Albany School, 6 Bass Road",0.0941176471,0.1647058824,0.7294117647,0.0117647059,85
2011,"East Coast Bays","Takapuna","Takapuna School, 23 Auburn Street (or Anzac Street entrance)",0.1230769231,0.1692307692,0.6,0.0615384615,65
2011,"Tāmaki Makaurau","Parnell","Parnell District School, 48 St Stephens Avenue",0.2424242424,0.3636363636,0.303030303,0,33
2011,"Tāmaki Makaurau","Mangere Bridge","Mangere Bridge School, Taylor Road Entrance",0.0683760684,0.3504273504,0.0683760684,0.1538461538,117
2011,"Tāmaki Makaurau","Mangere Bridge","Waterlea School, 17 House Avenue",0.1142857143,0.3714285714,0.0857142857,0.0571428571,70
2011,"Tāmaki Makaurau","Mt Wellington","Riverside Community Centre, corner Bernard Street & Peace Avenue",0.0592592593,0.362962963,0.0888888889,0.1111111111,135
2011,"Tāmaki Makaurau","Papatoetoe","Papatoetoe Intermediate School, 175 Motatau Road",0.1428571429,0.3928571429,0.1071428571,0.0892857143,56
2011,"Tāmaki Makaurau","Manurewa","St Luke's Anglican Church Hall, 3 Russell Road (Weymouth Road entrance)",0.0733944954,0.4587155963,0.0550458716,0.1376146789,109
2011,"Tāmaki Makaurau","Mt Albert","Mt Albert Primary School Hall, 6 Sainsbury Road (Taylors Road entrance)",0.2352941176,0.2647058824,0.0588235294,0.0882352941,34
2011,"Tāmaki Makaurau","Mt Albert","Owairaka District School Hall, 113 Richardson Road",0.1095890411,0.4794520548,0.0821917808,0.1506849315,73
2011,"Tāmaki Makaurau","Sandringham","Christian Family Church Hall, 631 Sandringham Road",0.2580645161,0.1612903226,0.1290322581,0.1612903226,31
2011,"Tāmaki Makaurau","Western Springs","Greek Orthodox Church Hall, 108 Western Springs Road",0.2857142857,0.3214285714,0.2142857143,0,28
2011,"Tāmaki Makaurau","New Lynn","Arahoe School, 11 Arahoe Road",0.16,0.32,0.1,0.12,50
2011,"Tāmaki Makaurau","Mission Bay","Patteson Guide Hall, 87 Patteson Avenue",0.4210526316,0.1052631579,0.2105263158,0.1052631579,19
2011,"Auckland Central","Mt Albert","Rossgrove Chapel, 12 Rossgrove Terrace",0.4705882353,0.3529411765,0.1764705882,0,17
2011,"Auckland Central","Western Springs","Greek Orthodox Church Hall, 108 Western Springs Road",0.2424242424,0.3333333333,0.3939393939,0.0303030303,33
2014,"West Coast-Tasman","Hokitika","Kokatahi-Kowhitirangi School, 35 Upper Kokatahi Road",0.0727272727,0.1090909091,0.7,0.0545454545,110
2014,"Auckland Central","Grey Lynn","St Joseph's School Hall, 456 Great North Road",0.2285714286,0.1714285714,0.5142857143,0.0571428571,35
2011,"Maungakiekie","Other Vote","Ordinary Votes BEFORE polling day - Taken in Mt Roskill",0.1066666667,0.2533333333,0.56,0.0133333333,75
2014,"Helensville","Henderson","Western Heights School, 126 Sturges Road",0.1379310345,0.224137931,0.5689655172,0.0344827586,58
2014,"New Plymouth","Rahotu","Rahotu School, 5825 Main South Road ",0.0476190476,0.119047619,0.7261904762,0.0595238095,168
2011,"Ikaroa-Rāwhiti","Wainuiomata","Holy Trinity Church, 40 Wainuiomata Road",0.1290322581,0.5483870968,0.0161290323,0.064516129,62
2011,"Ikaroa-Rāwhiti","Wainuiomata","Wainuiomata Intermediate School, 66 Konini Street",0.0733944954,0.5504587156,0.0550458716,0.1009174312,109
2011,"Ikaroa-Rāwhiti","Wainuiomata","Wainuiomata Primary School, 5 Homedale Road",0.0761904762,0.5904761905,0.0476190476,0.1047619048,105
2011,"Ikaroa-Rāwhiti","Nuhaka   ","Nuhaka School, Tamakahu Street ",0.0695652174,0.3565217391,0.0173913043,0.0956521739,115
2011,"Ikaroa-Rāwhiti","Taradale","Taradale Intermediate, 6 Murphy Road",0.126984127,0.5714285714,0.0158730159,0.0317460317,63
2011,"Ikaroa-Rāwhiti","Flaxmere","Ellen Stevenson Kindergarten, 90 Chatham Road",0.05,0.46875,0.05,0.09375,160
2011,"Ikaroa-Rāwhiti","Martinborough","Martinborough School Hall, 14 Dublin Street",0.115942029,0.4492753623,0.1594202899,0.1449275362,69
2011,"Ikaroa-Rāwhiti","Masterton","Makoura College Hall Foyer, corner Makora Road & Johnstone Street",0.0714285714,0.3928571429,0.0357142857,0.0446428571,112
2011,"Ikaroa-Rāwhiti","Masterton","Masterton Intermediate School Hall, 38 Intermediate Street",0.1509433962,0.4716981132,0.0566037736,0.0943396226,53
2011,"Helensville","Massey","Royal Road School, 112 Royal Road",0.1176470588,0.2941176471,0.5294117647,0.0441176471,68
2011,"Helensville","Unsworth Heights","Westminster Christian School, 31 Westminster Gardens (off Unsworth Drive)",0.0620155039,0.1162790698,0.6434108527,0.0697674419,129
2011,"Northland","Moerewa","Moerewa School, Otiria Road",0.05,0.4375,0.18125,0.15625,160
2011,"Northland","Punaruku","Whangaruru School, 2916 Old Russell Road",0.2857142857,0.2857142857,0.1428571429,0.1071428571,28
2011,"Northland","Taupo Bay","Taupo Bay Holiday Park, Taupo Bay Road",0.1142857143,0.1857142857,0.4571428571,0.1428571429,70
2011,"Northland","Tautoro","Tautoro School, Mangakahia Road",0.2580645161,0.2903225806,0.1612903226,0.0967741935,31
2011,"Northland","Tinopai","Tinopai Primary School, Tinopai Road",0.0975609756,0.1585365854,0.5853658537,0.0853658537,82
2011,"Northland","Waihue","Waihue Settlers' Hall, 2368 Waihue Road",0.115942029,0.0724637681,0.6666666667,0.0724637681,69
2011,"Northland","Whirinaki","Te Kura Kaupapa Māori o Te Tonga o Hokianga, School Road",0.2352941176,0.2647058824,0.1470588235,0.0588235294,34
2011,"Waimakariri","Pegasus","Pegasus Town General Store, Upstairs Meeting Rooms, 8 Tahuna Street",0.0449438202,0.1404494382,0.7528089888,0.0280898876,178
2011,"Rodney","Albany","Massey University, Gate 4, 82 Turtea Drive",0.1568627451,0.0784313725,0.6274509804,0.0196078431,51
2014,"Botany","Pakuranga","Dance Xpress, 135 Cascades Road",0.0776699029,0.1747572816,0.640776699,0.0291262136,103
2014,"Manurewa","Botany South","Sancta Maria College, 319 Te Irirangi Drive",0.0567375887,0.2269503546,0.5886524823,0.0354609929,141
2011,"Tukituki","Kereru","Kereru School, 2306 Kereru Road",0.0610687023,0.0381679389,0.8015267176,0,131
2011,"Tukituki","Other Vote","Ordinary Votes BEFORE polling day - Taken in Wairarapa",0.0559440559,0.1188811189,0.6853146853,0.027972028,143
2014,"Māngere","Mangere","Mangere Old School Hall, 299 Kirkbride Road",0.0191846523,0.7146282974,0.1558752998,0.0479616307,417
2014,"Whangarei","Kokopu","Kokopu School, Kokopu Road",0.062992126,0.1417322835,0.5905511811,0.125984252,127
2014,"Waimakariri","Papanui","Papanui High School, 30 Langdons Road",0.1403508772,0.1052631579,0.649122807,0.0701754386,57
2014,"Waimakariri","Redwood","Redwood School, 51 Prestons Road",0.036199095,0.0950226244,0.7873303167,0.0316742081,221
2014,"Hamilton West","Rototuna","Rototuna Primary School, 23 Strathmore Drive",0.0842105263,0.1263157895,0.6947368421,0.0631578947,95
2011,"Hunua","Botany South","Sancta Maria College, 319 Te Irirangi Drive",0.038277512,0.2918660287,0.5885167464,0.019138756,209
2014,"North Shore","Glenfield","Glenfield Community Centre, corner Glenfield Road & Bentley Avenue",0.16,0.2,0.48,0.08,50
2014,"Te Tai Tokerau","Birkdale","Birkdale North School, 213 Birkdale Road",0.1739130435,0.3043478261,0.0869565217,0.1304347826,46
2014,"Te Tai Tokerau","Ahipara","Ahipara School, Main Road",0.0592592593,0.3777777778,0.1037037037,0.1111111111,135
2014,"Te Tai Tokerau","Dargaville","Selwyn Park Primary School, 38 Onslow Street",0.125,0.390625,0.0625,0.203125,64
2014,"Te Tai Tokerau","Ohaeawai","Ohaeawai School, Tennyson Street",0.1012658228,0.4810126582,0.0379746835,0.1518987342,79
2014,"Te Tai Tokerau","Waipapa","Waipapa Hall, Waipapa Loop Road",0.131147541,0.4590163934,0.0491803279,0.1967213115,61
2014,"Te Tai Tokerau","Te Atatu Peninsula","Congregational Church of Samoa, 472-478 Te Atatu Road",0.2424242424,0.2727272727,0.1515151515,0.0303030303,33
2014,"Te Tai Tokerau","Massey","Lincoln Heights School, 16 Keegan Drive",0.0941176471,0.3764705882,0.1058823529,0.1294117647,85
2014,"Te Tai Tokerau","Massey","Royal Road School, 112 Royal Road",0.062992126,0.4330708661,0.094488189,0.1811023622,127
2014,"Te Tai Tokerau","Maunu","Whangarei Hospital, Maunu Road",0.1066666667,0.5066666667,0.0133333333,0.1466666667,75
2014,"Te Tai Tokerau","Otaika","Lifesway Bible Church, corner Tarewa & Otaika Roads",0.0555555556,0.4791666667,0.0416666667,0.125,144
2014,"Te Tai Tokerau","Tikipunga","Tikipunga High School, 194 Corks Road",0.0526315789,0.5197368421,0.0328947368,0.1184210526,152
2011,"Manurewa","Flat Bush","Kia Aroha College, 51 Othello Drive",0.0316205534,0.7154150198,0.1027667984,0.0988142292,253
2011,"Manurewa","Manurewa","James Cook High School, 12 Dr Pickering Avenue",0.0168067227,0.5903361345,0.2268907563,0.1050420168,476
2011,"Kaikōura","Woodbourne","RNZAF Family Centre, Caldwell Road",0.0446927374,0.1508379888,0.6368715084,0.0893854749,179
2011,"Te Tai Tokerau","Glenfield","Target Road Primary School, 80 Target Road",0.1509433962,0.320754717,0.1698113208,0.1132075472,53
2011,"Te Tai Tokerau","Birkdale","Birkdale North School, 213 Birkdale Road",0.170212766,0.5106382979,0.0638297872,0.0212765957,47
2011,"Te Tai Tokerau","Mangonui","Mangonui School, 19 Colonel Mould Drive",0.0701754386,0.2807017544,0.1228070175,0.0350877193,114
2011,"Te Tai Tokerau","Wellsford","Wellsford Community Centre, 1 Matheson Road",0.0833333333,0.2604166667,0.1145833333,0.1458333333,96
2011,"Te Tai Tokerau","Ranui","Birdwood School, 23 Karepo Crescent",0.1538461538,0.5384615385,0.0192307692,0,52
2011,"Te Tai Tokerau","Hikurangi","Hikurangi School, Swan Avenue",0.0689655172,0.4137931034,0.0086206897,0.1637931034,116
2011,"Te Tai Tokerau","Parua Bay","Parua Bay School,1396 Whangarei Heads Road",0.1739130435,0.2391304348,0.0869565217,0.152173913,46
2011,"Te Tai Tokerau","Other Vote","Ordinary Votes BEFORE polling day - Taken in Helensville",0.0975609756,0.243902439,0.2682926829,0.0853658537,82
2011,"Waitakere","Henderson","Henderson North School, 14 Norval Road",0.0625,0.3515625,0.46875,0.046875,128
2011,"Waitakere","Massey","Royal Road School, 112 Royal Road",0.2285714286,0.2285714286,0.3428571429,0.0857142857,35
2011,"Whanganui","Castlecliff","Te Kura O Kokohuia, 36 Matipo Street",0.085106383,0.4893617021,0.1595744681,0.1808510638,94
