Electorate Number #,Electorate Name,Polling Place ID,Polling Place Suburb,Polling Place Address,NZTM2000 Easting,NZTM2000 Northing
44,Rodney,1946,Puhoi,"Puhoi Centennial Hall, 86 Puhoi Road",1748850.116,5957760.126
44,Rodney,1947,Red Beach,"Red Beach School, 20 Albert Hall Drive",1752155.56,5947133.854
44,Rodney,1951,Stanmore Bay,"Hibiscus Coast Leisure Centre, 159 Brightside Road",1755718.573,5945046.726
44,Rodney,1954,Wainui,"Wainui School, 492 Waitoki Road",1742373.199,5947537.919
44,Rodney,2885,Gulf Harbour,"Gulf Harbour School, 65 Alec Craig Way",1760934.234,5946819.692
44,Rodney,2978,Whangaparaoa,"Whangaparaoa Ratepayers Association Hall, 717 Whangaparaoa Road",1756247.547,5944091.964
44,Rodney,2979,Red Beach,"Red Beach Methodist Church, 76 Red Beach Road",1751929.228,5947303.347
44,Rodney,2980,Warkworth,"Warkworth Methodist Church Hall, 1 Hexham Street",1749230.351,5970320.872
44,Rodney,2982,Redvale,"East Coast Bays Bible Baptist Church, 1092 East Coast Road",1753474.699,5937063.935
44,Rodney,3337,Silverdale,"Stella Maris School, 50 Silverdale Street",1750003.889,5946648.328
44,Rodney,3389,Warkworth,"Masonic Lodge, Upstairs, 12 Baxter Street",1749484.732,5970578.396
44,Rodney,3613,Warkworth,"Warkworth Primary School, 35 Hill Street",1748614.577,5970715.427
44,Rodney,3614,Gulf Harbour,"Wentworth College, 65 Gulf Harbour Drive",1760406.269,5946360.604
44,Rodney,3615,Orewa,"Orewa Primary School, 86 Maire Road",1750222.082,5949816.329
44,Rodney,3617,Snells Beach,"Mahurangi East Community Centre, 21 Hamatana Road",1754469.692,5967996.944
44,Rodney,3645,Stanmore Bay,"Stanmore Bay School, 30 Waiora Road",1754529.91,5945423.146
44,Rodney,3869,Snells Beach,"Snells Beach Primary School, 62 Dawson Road",1754522.67,5967105.193
45,Rongotai,1960,Berhampore,"Berhampore School Hall, 105 Britomart Street (Stanley Street entrance)",1748434.652,5424080.181
45,Rongotai,1961,Berhampore,"South Wellington Intermediate School Library, 165 Rintoul Street",1749002.644,5424392.079
45,Rongotai,1962,Berhampore,"St Cuthbert's Church Hall, 23 Luxford Street",1748661.645,5424185.141
45,Rongotai,1964,Chatham Islands,"Chatham Islands Council Building, 9 Tuku Road, Waitangi",,
45,Rongotai,1965,Hataitai,"Garage, 38 Upoko Road",1750325.85,5426627.737
45,Rongotai,1967,Hataitai,"Hataitai School Hall, corner Arawa, Hataitai & Hohiria Roads",1750762.806,5426584.682
45,Rongotai,1969,Houghton Bay,"Houghton Valley School Hall, 110 Houghton Bay Road",1749585.321,5422606.133
45,Rongotai,1970,Island Bay,"Island Bay Presbyterian Church Lounges, 88 The Parade",1748382.47,5422822.287
45,Rongotai,1972,Island Bay,"St Hilda's Church Parish Centre, 311 The Parade",1748229.346,5421897.382
45,Rongotai,1973,Hataitai,"Kilbirnie School Hall, 72 Hamilton Road",1750150.691,5425428.845
45,Rongotai,1975,Kingston,"Capital Montessori School, Rata Classroom, 14 Camrose Grove",1747450.667,5423532.359
45,Rongotai,1977,Lyall Bay,"Lyall Bay School Hall, 40-46 Freyberg Street",1750067.435,5423657.985
45,Rongotai,1979,Maupuia,"Garage, 15 Kaikoura Street",1752130.551,5425618.571
45,Rongotai,1981,Miramar,"Miramar Central School Hall, 38 Park Road",1752230.413,5424752.617
45,Rongotai,1983,Miramar,"Miramar Christian School, Kowhai Class, 41 Camperdown Road",1752717.546,5425900.476
45,Rongotai,1984,Miramar,"Miramar South School Hall, 7 Kauri Street",1751539.304,5423651.785
45,Rongotai,1985,Mornington,"Ridgway School Hall, 120 Mornington Road",1747686.812,5424689.235
45,Rongotai,1986,Newtown,"Salvation Army Hall, 16-22 Constable Street",1749087.708,5424886.03
45,Rongotai,1987,Newtown,"Newtown School Hall, corner Riddiford & Mein Streets",1748964.764,5425189.024
45,Rongotai,1988,Newtown,"Wellington Chinese Baptist Church Hall, 24 Donald McLean Street",1749172.671,5424689.033
45,Rongotai,1990,Owhiro Bay,"Owhiro Bay School Hall, 96 Happy Valley Road",1747241.499,5422249.493
45,Rongotai,1991,Rongotai,"Rongotai College, Renner Hall, 170 Coutts Street",1750702.421,5423949.875
45,Rongotai,1994,Seatoun,"St Christopher's Church Hall, 26a Ventnor Street",1753191.208,5423924.544
45,Rongotai,1996,Strathmore Park,"Strathmore Community School Hall, 108 Strathmore Avenue",1752395.156,5423165.704
45,Rongotai,1999,Worser Bay,"Worser Bay School, Middle Area, 168 Seatoun Heights Road",1752937.378,5424903.513
45,Rongotai,2568,Newtown,"St James' Presbyterian Church Lounge, 235 Adelaide Road",1748827.794,5425308.033
45,Rongotai,2569,Newtown,"Te Whaea New Zealand School of Dance, 11 Hutchison Road",1748583.849,5425531.05
45,Rongotai,2983,Miramar,"Miramar Baptist Church, 33 Park Road",1752081.42,5424718.639
45,Rongotai,3208,Breaker Bay,"Breaker Bay Hall, 150 Breaker Bay Road",1752629.989,5422220.739
45,Rongotai,3339,Miramar,"Holy Cross School Hall, 117 Miramar Avenue",1752372.349,5424409.621
45,Rongotai,3449,Lyall Bay,"Lyall Bay Surf Club, Lyall Bay Parade (opposite 88 Lyall Bay Parade)",1750170.337,5423072.014
45,Rongotai,3490,Island Bay,"Island Bay School Hall, 6 Thames Street",1748518.402,5422460.296
45,Rongotai,3604,Newtown,"Newtown Park Stadium, Function Room, Daniell Street or Mansfield Street entrances",1749205.6,5424225.063
45,Rongotai,3621,Kilbirnie,"St Patrick's College, Staffroom, corner Evans Bay Parade & Cobham Drive",1750353.584,5424831.86
45,Rongotai,3622,Seatoun,"Seatoun School Hall, 59 Burnham Street",1753729.078,5423365.509
45,Rongotai,3676,Newtown,"Wellington Hospital, Te Ao Marama Training Centre, Riddiford Street (main entrance)",1748936.811,5425494.005
45,Rongotai,3739,Roseneath,"Roseneath School Hall, 13 Maida Vale Road",1750995.968,5427813.576
45,Rongotai,3749,Island Bay,"Wellington South Baptist Church, 284 The Parade",1748226.364,5422015.373
45,Rongotai,3750,Kilbirnie,"Evans Bay Intermediate School, 14 Kemp Street",1750391.555,5424657.867
45,Rongotai,3838,Newtown,"Wellington Pipe Band Hall, corner Stoke & Hanson Streets",1748550.759,5424887.103
46,Rotorua,185,Maketu,"Maketu School, School Road",1904447.545,5814966.604
46,Rotorua,194,Otamarakau,"Otamarakau School, Room 2, 2216 Old Coach Road, RD6",1915786.818,5806169.962
46,Rotorua,195,Paengaroa,"Paengaroa School, Multi Purpose Room, Old Coach Road",1900556.315,5808114.562
46,Rotorua,198,Pongakawa,"Pongakawa School Library, 956 Old Coach Road",1905984.43,5806514.788
46,Rotorua,199,Pukehina,"Pukehina School, 1762 Old Coach Road, RD6",1911751.398,5805345.833
46,Rotorua,200,Pukehina Beach,"Pukehina Community Hall, 14 Pukehina Parade",1910633.242,5811687.786
46,Rotorua,204,Te Ranga,"Te Ranga School, Room 1, 1492 Te Matai Road",1887723.144,5799746.032
46,Rotorua,2001,Galatea,"Galatea School, Mangamate Road",1926694.126,5741971.09
46,Rotorua,2002,Hamurana,"Country Life, 659 Hamurana Road",1884796.201,5785370.842
46,Rotorua,2003,Kaharoa,"Kaharoa School, 296 Kaharoa Road",1884017.359,5789693.963
46,Rotorua,2004,Kaingaroa Forest,"Administration Building, Dunn Road",1911290.792,5742922.152
46,Rotorua,2005,Kawerau,"District Council, Town Hall, Ranfurly Court",1924685.592,5778085.76
46,Rotorua,2006,Kawerau,"Putauaki School Hall, Fenton Mill Road",1923220.49,5777815.433
46,Rotorua,2008,Lake Okareka,"Lake Okareka Community Hall, 75 Loop Road",1893164.998,5770032.364
46,Rotorua,2009,Lake Rotoma,"Rotoma and Rotoehu Community Hall, 167 State Highway 30",1908229.838,5784398.498
46,Rotorua,2011,Lynmore,"Lynmore School Hall, Iles Road",1887787.649,5773076.585
46,Rotorua,2012,Lynmore,"Lynmore Scout Hall, Lewis Road",1888121.073,5772216.366
46,Rotorua,2013,Mamaku,"Mamaku School, 54 Tarena Street",1869944.019,5778767.323
46,Rotorua,2016,Murupara,"Murupara Municipal Hall, Pine Drive",1923207.215,5737038.043
46,Rotorua,2017,Ngapuna,"Hurunga Marae, 15 Hurunga Street",1886843.061,5772972.227
46,Rotorua,2019,Okere Falls,"Whangamarino School, 637 State Highway 33",1893548.163,5785943.802
46,Rotorua,2020,Owhata,"Owhata School Hall, Brent Road",1889105.803,5773718.872
46,Rotorua,2021,Owhata,"St Marks Anglican Hall, corner Sunrise Avenue & Te Ngae Road",1889424.747,5774675.055
46,Rotorua,2022,Lake Rerewhakaaitu,"Lake Rerewhakaaitu School, 9 Ash Pit Road",1905452.096,5753188.613
46,Rotorua,2023,Rotoiti,"Te Kura Kaupapa Māori O Rotoiti, 1620 State Highway 30",1905718.47,5783098.746
46,Rotorua,2024,Rotokawa,"Rotokawa School, 6 Rotokawa Road",1891096.886,5776981.161
46,Rotorua,2025,Rotorua,"Aorangi School, 3 Gem Street",1881170.483,5774674.824
46,Rotorua,2026,Rotorua,"Glenholme School Hall, 149 Ranolf Street",1884458.703,5772632.751
46,Rotorua,2027,Rotorua,"Homedale Kindergarten, 50 Homedale Street",1881355.33,5774152.691
46,Rotorua,2028,Rotorua,"Electorate Headquarters, Ground Floor, 1192 Hinemoa Street",1884724.214,5773878.052
46,Rotorua,2029,Rotorua,"Kaitao Middle School, 30 Bell Road",1882382.45,5775352.973
46,Rotorua,2030,Rotorua,"Kawaha Point School, Aquarius Drive",1883508.814,5777152.855
46,Rotorua,2031,Rotorua,"Koutu Tumahaurangi Meeting House, 38 Koutu Road",1883877.988,5775773.328
46,Rotorua,2032,Rotorua,"Malfroy School, 196 Malfroy Road",1883433.296,5773102.722
46,Rotorua,2033,Rotorua,"Otonga School Hall, 105 Otonga Road",1883467.61,5771407.497
46,Rotorua,2034,Rotorua,"Rotorua Public Hospital, Pukeroa Street",1884628.345,5774463.364
46,Rotorua,2035,Rotorua,"Rotorua Intermediate School, 93-95 Malfroy Road",1884301.821,5773196.966
46,Rotorua,2036,Rotorua,"Selwyn School Hall, 3 Old Quarry Road",1882778.382,5776346.251
46,Rotorua,2039,Rotorua,"St Andrew's Church Hall, 309 Old Taupo Road",1883915.863,5772211.703
46,Rotorua,2040,Rotorua,"St Chad's Communication Centre, 2 Devon Street",1885066.84,5772132.19
46,Rotorua,2041,Rotorua,"St John Ambulance Hall, Pererika Street",1884278.238,5773613.248
46,Rotorua,2042,Rotorua,"St Michael's School Hall, Clayton Road",1882136.02,5774802.23
46,Rotorua,2043,Rotorua,"Sunset Primary School Hall, 150 Sunset Road",1882490.587,5773845.001
46,Rotorua,2044,Rotorua,"Waiariki Institute of Technology Cafeteria, Mokoia Drive",1884189.094,5770705.934
46,Rotorua,2045,Rotorua,"Westbrook School Hall, 362 Malfroy Road",1882053.984,5772574.469
46,Rotorua,2046,Rotorua,"Western Heights Primary School Hall, Clayton Road",1881557.578,5774813.452
46,Rotorua,2049,Waiohau,"Te Kura Kaupapa Māori O Waiohau, 2481 Galatea Road",1936335.163,5762391.792
46,Rotorua,2201,Broadlands,"Broadlands School, 2986 Broadlands Road",1890571.047,5732152.436
46,Rotorua,2202,Horohoro,"Horohoro School, 69 Apirana Road",1877617.507,5762904.581
46,Rotorua,2209,Mihi,"Mihi School, 76 Springs Road",1887637.592,5736755.867
46,Rotorua,2212,Ngakuru,"Ngakuru School, 913 Whirinaki Valley Road",1879160.209,5753699.826
46,Rotorua,2226,Reporoa,"Reporoa Primary School, 34 Massey Road",1891860.663,5740525.674
46,Rotorua,2259,Upper Atiamuri,"Upper Atiamuri School, 2613 State Highway 30",1868173.642,5752785.743
46,Rotorua,2260,Waikite Valley,"Waikite Valley School, 1090 Waikite Valley Road",1884640.329,5751226.653
46,Rotorua,3340,Lake Tarawera,"Lake Tarawera Playcentre, 10 Alexander Road",1897168.312,5770002.662
46,Rotorua,3525,Rotorua,"Rotorua Primary School Hall, Rangiuru Street",1884780.732,5774263.42
46,Rotorua,3529,Ngongotaha,"Ngongotaha Community Hall, 5 School Road",1881516.684,5780498.581
46,Rotorua,3531,Minginui,"Minginui Kokiri Centre, 66 Rimu Street",1924848.355,5715910.288
46,Rotorua,3533,Ruatahuna,"Huiarau School, 98 Sister Annie Road",1942555.892,5716524.478
46,Rotorua,3773,Rotorua,"Gandhi Hall, 14-16 Gibson Street",1882083.967,5772603.531
47,Selwyn,141,Wainui,"Wainui Community Centre, Wainui Main Road",1592205.975,5148411.011
47,Selwyn,142,Le Bons Bay,"Le Bons Bay School, Le Bons Bay Road",1605045.397,5154540.769
47,Selwyn,143,Little River,"Community Centre, Main Road Akaroa Highway",1583156.789,5153647.897
47,Selwyn,144,Okains Bay,"Okains Bay School, Okains Bay Road",1603442.984,5160460.826
47,Selwyn,146,Duvauchelles,"Duvauchelles Hall, Main Road",1594231.56,5155835.626
47,Selwyn,147,Little Akaloa,"Little Akaloa Community Hall, Main Road",1599134.921,5164162.939
47,Selwyn,153,Diamond Harbour,"Diamond Harbour School Hall, Marine Drive",1577953.105,5169188.863
47,Selwyn,154,Governors Bay,"Governors Bay School Library, 1 Jetty Road",1571761.616,5169829.282
47,Selwyn,155,Halswell,"Sts Peter & Paul Catholic Church Hall, 56 Nicholls Road",1564571.187,5174590.057
47,Selwyn,156,Halswell,"Halswell School, corner Kennedys Bush & School Roads",1565238.988,5173500.503
47,Selwyn,157,Halswell,"St Mary's Anglican Church Hall, 329 Halswell Road",1565168.951,5174744.028
47,Selwyn,167,Oaklands,"Oaklands School, Cunningham Place",1564846.031,5175616.683
47,Selwyn,170,Port Levy,"Old Port Levy School, Western Valley Road",1584621.451,5165157.904
47,Selwyn,1764,Broadfield,"Broadfield School, corner Shands & Robinsons Roads, RD6",1557059.14,5172103.561
47,Selwyn,1765,Brookside,"Brookside St Luke's Sunday School Hall, Brookside-Burnham Road",1543677.7,5161611.142
47,Selwyn,1766,Burnham,"Burnham School, Whare, corner Chaytor Avenue & Godley Road",1544195.742,5170510.208
47,Selwyn,1776,Glentunnel,"Glentunnel School, Homebush Road",1513667.579,5185098.905
47,Selwyn,1777,Greendale,"Greendale School, corner Greendale & Bridge Roads",1526031.948,5175172.349
47,Selwyn,1778,Greenpark,"Greenpark School Library, 155 Greenpark Road, RD4 ",1559874.76,5162851.194
47,Selwyn,1781,Hororata,"Hororata Primary School Library, 2548 Bealey Road",1515918.385,5178774.632
47,Selwyn,1782,Irwell,"Irwell Hall, corner Leeston & Selwyn Lake Roads",1548498.124,5160762.922
47,Selwyn,1783,Killinchy,"Killinchy Community Centre, Leeston-Dunsandel Road",1538842.678,5157977.846
47,Selwyn,1784,Kirwee,"Kirwee Model School, School Lane",1536789.263,5183731.543
47,Selwyn,1785,Ladbrooks,"Ladbrooks School, 9 Barnes Road, RD4",1562265.297,5170484.48
47,Selwyn,1788,Leeston,"Leeston Consolidated School, 3 Selwyn Street",1543490.52,5154461.594
47,Selwyn,1789,Lincoln,"Lincoln High School, 134 North Belt",1558512.846,5168451.994
47,Selwyn,1790,Lincoln,"Lincoln University, George Forbes Building, corner Springs & Ellesmere Junction Road",1556661.601,5167510.207
47,Selwyn,1800,Prebbleton,"Prebbleton School, Blakes Road",1560683.631,5174983.717
47,Selwyn,1804,Sheffield,"Sheffield School Library, Wrights Road",1521047.332,5195340.638
47,Selwyn,1805,Southbridge,"Southbridge School, 25 Hastings Street",1539810.444,5149063.992
47,Selwyn,1806,Springfield,"Tawera Memorial Hall, Main West Coast Road",1513215.262,5201099.985
47,Selwyn,1807,Springston,"Springston Primary School Library, 16-20 Leeston Road",1553629.715,5167461.995
47,Selwyn,1808,Springston South,"Springston South Soldiers' Memorial Hall, Days Road",1554640.697,5163168.631
47,Selwyn,1809,Tai Tapu,"Tai Tapu School, Main Akaroa Highway",1563724.081,5165387.521
47,Selwyn,1814,Weedons,"Weedons School, Weedons-Ross Road, RD5 ",1551806.806,5175644
47,Selwyn,1815,West Melton,"West Melton School, corner Weedons-Ross Road & Westview Crescent",1549036.456,5181084.009
47,Selwyn,1818,Windwhistle,"Windwhistle School, corner Highway 72 & Rakaia Gorge Road",1496002.819,5181130.684
47,Selwyn,2897,Diamond Harbour,"Diamond Harbour Community Centre, Waipapa Avenue",1579180.57,5169625.74
47,Selwyn,3136,Darfield,"Darfield High School, McLaughlins Road",1527523.957,5184375.862
47,Selwyn,3141,Rolleston,"Rolleston Community Centre, 94 Rolleston Drive",1549776.714,5172472.956
47,Selwyn,3460,Motukarara,"Motukarara Community Hall, Park Road",1566374.576,5158382.494
47,Selwyn,3665,Westmorland,"Garage, 68 Penruddock Rise",1567729.97,5174617.194
47,Selwyn,3697,Templeton,"Templeton Primary School, 40 Kirk Road",1557377.697,5177826.526
47,Selwyn,3717,Akaroa,"Akaroa Sports Centre, Rue Jolie",1597453.336,5150163.524
47,Selwyn,3765,Pigeon Bay,"Pigeon Bay Hall, Wharf Road",1591846.33,5162932.231
47,Selwyn,3782,Arthurs Pass,"Arthurs Pass Visitors Centre, Main Highway",1482736.129,5244683.022
47,Selwyn,3783,Darfield,"Darfield Service Centre, 1 South Terrace",1528637.643,5184329.935
47,Selwyn,3803,Dunsandel,"Dunsandel Sports Centre, Tramway Road (off Main Road)",1535076.1,5165498.017
47,Selwyn,3806,Lakeside,"Lakeside Domain Aquatic Club, Timberyard Road",1548435.27,5150298.694
47,Selwyn,3840,Aidanfield,"Aidanfield Christian School Library, 2 Nash Road",1565345.799,5176479.379
47,Selwyn,3914,Yaldhurst,"Yaldhurst Model School, 48 School Road",1559771.625,5182381.995
47,Selwyn,3944,Westmorland,"Garage, 4 Brookford Place",1567842.9,5175166.988
48,Tāmaki,1153,Ellerslie,"Ellerslie Kindergarten, 122 Celtic Crescent",1762386.798,5915711.965
48,Tāmaki,2052,Glen Innes,"Glenbrae Primary School, 105 Leybourne Circle",1766674.937,5917543.519
48,Tāmaki,2053,Glen Innes,"Glen Innes Primary School, 38-42 Eastview Road",1765459.038,5917514.065
48,Tāmaki,2054,Glen Innes,"Tamaki College, corner Elstree Avenue & Taniwha Street",1766415.962,5917040.013
48,Tāmaki,2055,Glendowie,"Churchill Park School, Riddell Road",1767035.02,5919963.167
48,Tāmaki,2056,Glendowie,"Glen Taylor Primary School, 172 West Tamaki Road",1766140.14,5917946.424
48,Tāmaki,2057,Glen Innes,"Sacred Heart College, 250 West Tamaki Road",1766862.447,5918276.873
48,Tāmaki,2058,Glendowie,"Glendowie Primary School, 217 Riddell Road",1767236.652,5918663.618
48,Tāmaki,2059,Kohimarama,"Presbyterian Church Hall, 34 Kohimarama Road",1764066.855,5920102.137
48,Tāmaki,2060,Kohimarama,"Kohimarama Primary School, 112 Kohimarama Road",1763798.755,5919664.615
48,Tāmaki,2061,Kohimarama,"St Thomas's School, 113 Allum Street",1764134.564,5918764.337
48,Tāmaki,2062,Meadowbank,"Free Kindergarten, 122 Meadowbank Road",1762503.148,5918019.079
48,Tāmaki,2063,Remuera,"Meadowbank Primary School, 68 Waiatarua Road",1762206.123,5917543.506
48,Tāmaki,2064,Meadowbank,"St Chad's Church Hall, 38 St John's Road",1762803.517,5917332.72
48,Tāmaki,2065,Meadowbank,"St John's College, Wesley Hall, 202-210 St John's Road",1764081.886,5917616.283
48,Tāmaki,2068,Orakei,"Orakei Presbyterian Church Hall, 162 Coates Avenue",1762375.165,5919003.768
48,Tāmaki,2069,Orakei,"Orakei Primary School, 1 Grace Street",1761846.518,5919337.681
48,Tāmaki,2076,Point England,"Point England Primary School, 130 Point England Road",1766375.962,5916544.949
48,Tāmaki,2077,Remuera,"Baptist Church Hall, 641 Remuera Road",1761818.555,5916842.764
48,Tāmaki,2078,St Heliers,"Masonic Lodge Hall, 26 Hanene Street",1764910.216,5919905.856
48,Tāmaki,2080,St Heliers,"St Heliers Primary School, 126-160 St Heliers Bay Road",1765886.582,5919213.864
48,Tāmaki,2081,St Heliers,"St Philips Church Hall, corner Tuhimata Street & St Heliers Bay Road",1765783.567,5919715.636
48,Tāmaki,2987,Mission Bay,"Patteson Guide Hall, 87 Patteson Avenue",1763067.116,5919504.141
48,Tāmaki,3028,St Heliers,"Lawn Tennis Club, 3 Goldie Street",1765393.328,5919840.839
48,Tāmaki,3122,Ellerslie,"Christ Church Anglican Church, 169 Ladies Mile",1761222.13,5915077.665
48,Tāmaki,3370,Glen Innes,"Grace International, 77 Line Road",1765465.663,5917204.091
